,mct_path,y_path,y_hat_path,num_tps,num_fps,num_fns,precision,recall,f1
158,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_2_average_threshold_0.5_prediction_peak_min_val_0_2_method_max_filter.resampled_space_peaks.csv,4452,1247,3679,0.781189682400421,0.547534128643463,0.643817787418655
195,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_0.2_prediction_peak_min_val_0_25_method_center_of_mass.resampled_space_peaks.csv,4217,757,3914,0.847808604744672,0.518632394539417,0.64357115604731
139,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_None_prediction_peak_min_val_0_25_method_center_of_mass.resampled_space_peaks.csv,4192,753,3939,0.847724974721941,0.515557741975157,0.641174671153258
113,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_None_prediction_peak_min_val_0_3_method_max_filter.resampled_space_peaks.csv,4297,988,3834,0.813055818353832,0.52847128274505,0.640578413834228
107,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_2_average_threshold_0.3_prediction_peak_min_val_0_5_method_max_filter.resampled_space_peaks.csv,4683,1832,3448,0.71880276285495,0.575943918337228,0.639492011470709
41,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_None_prediction_peak_min_val_0_3_method_center_of_mass.resampled_space_peaks.csv,4171,803,3960,0.838560514676317,0.512975033821178,0.636550934757726
24,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_0.2_prediction_peak_min_val_0_3_method_max_filter.resampled_space_peaks.csv,4234,971,3897,0.813448607108549,0.520723158283114,0.63497300539892
191,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_0.2_prediction_peak_min_val_0_3_method_center_of_mass.resampled_space_peaks.csv,4155,827,3976,0.834002408671216,0.511007256180052,0.633722260352322
47,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_0.2_prediction_peak_min_val_0_2_method_center_of_mass.resampled_space_peaks.csv,4099,744,4032,0.846376213091059,0.504120034436109,0.631879142901187
119,./dataset/fiddlercrab_corneas/whole/test_images_10/dampieri_male_16-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/dampieri_male_16-corneas.csv,./output/dampieri_male_16-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_0.2_prediction_peak_min_val_0_2_method_center_of_mass.resampled_space_peaks.csv,2595,448,2661,0.852776864935919,0.493721461187215,0.625376551391734
36,./dataset/fiddlercrab_corneas/whole/test_images_10/flammula_20190925_male_left-image.nii,./dataset/fiddlercrab_corneas/whole/test_labels_10/flammula_20190925_male_left-corneas.csv,./output/flammula_20190925_male_left-image.logs_fiddlercrab_corneas_lightning_logs_version_26_checkpoints_last_x_1_y_1_z_1_average_threshold_0.3_prediction_peak_min_val_0_25_method_center_of_mass.resampled_space_peaks.csv,4040,826,4091,0.830250719276613,0.496863854384455,0.621681926598446
